0 -0.9484060011520561
1 0.0483701758825148
2 -0.6596452046174921
3 10.257798346908721
4 38.42951695687365
5 61.73608651635234
6 99.5081265793205
7 146.46489289094868
8 194.16476305502104
9 256.0958408326751
10 321.4150274984211
11 400.49362960318507
12 486.5910631441475
13 578.3939619993265
14 679.2735330399643
15 783.3262367189958
16 898.5089379061819
17 1018.1656797021948
18 1151.2256124777975
19 1293.874467738873
20 1444.6931436056555
21 1599.2225503807463
22 1759.187997892905
23 1938.0985443844781
24 2110.8056983627234
25 2307.9336792831095
26 2498.548929472616
27 2703.951145326381
28 2911.9408289416497
29 3131.4694845510803
30 3367.28888675163
31 3598.1379490884788
32 3846.8394868578434
33 4097.584696677951
34 4358.3970909174395
35 4624.819279179923
36 4894.06846865263
37 5187.257937110302
38 5478.116359322152
39 5773.918827412439
40 6081.543669270441
41 6402.3561472806805
42 6718.375560663722
43 7053.396419048874
44 7399.847744667584
45 7743.885416448624
46 8098.862825624638
47 8459.089172911934
48 8836.951698847275
49 9216.540556238582
50 9599.186317180707
51 10003.050387308542
52 10405.95161221617
53 10810.581195663963
54 11239.503956090019
55 11667.648020863218
56 12096.56093480017
57 12547.387067828535
58 12992.905094211677
59 13457.389493282628
60 13923.200228956075
61 14395.053541442338
62 14880.307573725056
63 15372.689602903203
64 15873.388112007604
65 16382.396701572929
66 16902.71144781283
67 17423.23913076916
68 17959.072496085188
69 18494.400390468232
70 19038.210586420013
71 19598.639870761388
72 20162.740834139062
73 20732.950341987904
74 21315.06619856466
75 21905.562804544956
76 22503.363579988796
77 23101.649855865933
78 23713.272835083062
79 24331.77298197582
80 24962.486354459415
81 25603.936387705307
82 26245.34821184071
83 26897.273511125473
84 27551.138424226072
85 28225.701437559128
86 28902.43438718306
87 29585.36046923732
88 30277.716233646126
89 30973.878321469198
90 31681.68614765249
91 32401.822129423206
92 33127.3565875726
93 33858.94728099199
94 34596.12347488421
95 35347.29901849154
96 36102.21347102535
97 36861.99936803764
98 37638.98920863056
99 38418.926209214995
